~iteration~,embedding_size,memory_size,queue_idx
698,128,2048,1408
699,128,2048,1536
700,128,2048,1664
701,128,2048,1792
702,128,2048,1920
703,128,2048,0
704,128,2048,128
705,128,2048,256
706,128,2048,384
707,128,2048,512
708,128,2048,640
709,128,2048,768
710,128,2048,896
711,128,2048,1024
712,128,2048,1152
713,128,2048,1280
714,128,2048,1408
715,128,2048,1536
716,128,2048,1664
717,128,2048,1792
718,128,2048,1920
719,128,2048,0
720,128,2048,128
721,128,2048,256
722,128,2048,384
723,128,2048,512
724,128,2048,640
725,128,2048,768
726,128,2048,896
727,128,2048,1024
728,128,2048,1152
729,128,2048,1280
730,128,2048,1408
731,128,2048,1536
732,128,2048,1664
733,128,2048,1792
734,128,2048,1920
735,128,2048,0
736,128,2048,128
737,128,2048,256
738,128,2048,384
739,128,2048,512
740,128,2048,640
741,128,2048,768
742,128,2048,896
743,128,2048,1024
744,128,2048,1152
745,128,2048,1280
746,128,2048,1408
747,128,2048,1536
748,128,2048,1664
749,128,2048,1792
750,128,2048,1920
751,128,2048,0
752,128,2048,128
753,128,2048,256
754,128,2048,384
755,128,2048,512
756,128,2048,640
757,128,2048,768
758,128,2048,896
759,128,2048,1024
760,128,2048,1152
761,128,2048,1280
762,128,2048,1408
763,128,2048,1536
764,128,2048,1664
765,128,2048,1792
766,128,2048,1920
767,128,2048,0
768,128,2048,128
769,128,2048,256
770,128,2048,384
771,128,2048,512
772,128,2048,640
773,128,2048,768
774,128,2048,896
775,128,2048,1024
776,128,2048,1152
777,128,2048,1280
778,128,2048,1408
779,128,2048,1536
780,128,2048,1664
781,128,2048,1792
782,128,2048,1920
783,128,2048,0
784,128,2048,128
785,128,2048,256
786,128,2048,384
787,128,2048,512
788,128,2048,640
789,128,2048,768
790,128,2048,896
791,128,2048,1024
792,128,2048,1152
793,128,2048,1280
794,128,2048,1408
795,128,2048,1536
796,128,2048,1664
797,128,2048,1792
798,128,2048,1920
799,128,2048,0
800,128,2048,128
801,128,2048,256
802,128,2048,384
803,128,2048,512
804,128,2048,640
805,128,2048,768
806,128,2048,896
807,128,2048,1024
808,128,2048,1152
809,128,2048,1280
810,128,2048,1408
811,128,2048,1536
812,128,2048,1664
813,128,2048,1792
814,128,2048,1920
815,128,2048,0
816,128,2048,128
817,128,2048,256
818,128,2048,384
819,128,2048,512
820,128,2048,640
821,128,2048,768
822,128,2048,896
823,128,2048,1024
824,128,2048,1152
825,128,2048,1280
826,128,2048,1408
827,128,2048,1536
828,128,2048,1664
829,128,2048,1792
830,128,2048,1920
831,128,2048,0
832,128,2048,128
833,128,2048,256
834,128,2048,384
835,128,2048,512
836,128,2048,640
837,128,2048,768
838,128,2048,896
839,128,2048,1024
840,128,2048,1152
841,128,2048,1280
842,128,2048,1408
843,128,2048,1536
844,128,2048,1664
845,128,2048,1792
846,128,2048,1920
847,128,2048,0
848,128,2048,128
849,128,2048,256
850,128,2048,384
851,128,2048,512
852,128,2048,640
853,128,2048,768
854,128,2048,896
855,128,2048,1024
856,128,2048,1152
857,128,2048,1280
858,128,2048,1408
859,128,2048,1536
860,128,2048,1664
861,128,2048,1792
862,128,2048,1920
863,128,2048,0
864,128,2048,128
865,128,2048,256
866,128,2048,384
867,128,2048,512
868,128,2048,640
869,128,2048,768
870,128,2048,896
871,128,2048,1024
872,128,2048,1152
873,128,2048,1280
874,128,2048,1408
875,128,2048,1536
876,128,2048,1664
877,128,2048,1792
878,128,2048,1920
879,128,2048,0
880,128,2048,128
881,128,2048,256
882,128,2048,384
883,128,2048,512
884,128,2048,640
885,128,2048,768
886,128,2048,896
887,128,2048,1024
888,128,2048,1152
889,128,2048,1280
890,128,2048,1408
891,128,2048,1536
892,128,2048,1664
893,128,2048,1792
894,128,2048,1920
895,128,2048,0
896,128,2048,128
897,128,2048,256
898,128,2048,384
899,128,2048,512
900,128,2048,640
901,128,2048,768
902,128,2048,896
903,128,2048,1024
904,128,2048,1152
905,128,2048,1280
906,128,2048,1408
907,128,2048,1536
908,128,2048,1664
909,128,2048,1792
910,128,2048,1920
911,128,2048,0
912,128,2048,128
913,128,2048,256
914,128,2048,384
915,128,2048,512
916,128,2048,640
917,128,2048,768
918,128,2048,896
919,128,2048,1024
920,128,2048,1152
921,128,2048,1280
922,128,2048,1408
923,128,2048,1536
924,128,2048,1664
925,128,2048,1792
926,128,2048,1920
927,128,2048,0
928,128,2048,128
929,128,2048,256
930,128,2048,384
931,128,2048,512
932,128,2048,640
933,128,2048,768
934,128,2048,896
935,128,2048,1024
936,128,2048,1152
937,128,2048,1280
938,128,2048,1408
939,128,2048,1536
940,128,2048,1664
941,128,2048,1792
942,128,2048,1920
943,128,2048,0
944,128,2048,128
945,128,2048,256
946,128,2048,384
947,128,2048,512
948,128,2048,640
949,128,2048,768
950,128,2048,896
951,128,2048,1024
952,128,2048,1152
953,128,2048,1280
954,128,2048,1408
955,128,2048,1536
956,128,2048,1664
957,128,2048,1792
958,128,2048,1920
959,128,2048,0
960,128,2048,128
961,128,2048,256
962,128,2048,384
963,128,2048,512
964,128,2048,640
965,128,2048,768
966,128,2048,896
967,128,2048,1024
968,128,2048,1152
969,128,2048,1280
970,128,2048,1408
971,128,2048,1536
972,128,2048,1664
973,128,2048,1792
974,128,2048,1920
975,128,2048,0
976,128,2048,128
977,128,2048,256
978,128,2048,384
979,128,2048,512
980,128,2048,640
981,128,2048,768
982,128,2048,896
983,128,2048,1024
984,128,2048,1152
985,128,2048,1280
986,128,2048,1408
987,128,2048,1536
988,128,2048,1664
989,128,2048,1792
990,128,2048,1920
991,128,2048,0
992,128,2048,128
993,128,2048,256
994,128,2048,384
995,128,2048,512
996,128,2048,640
997,128,2048,768
998,128,2048,896
999,128,2048,1024
1000,128,2048,1152
1001,128,2048,1280
1002,128,2048,1408
1003,128,2048,1536
1004,128,2048,1664
1005,128,2048,1792
1006,128,2048,1920
1007,128,2048,0
1008,128,2048,128
1009,128,2048,256
1010,128,2048,384
1011,128,2048,512
1012,128,2048,640
1013,128,2048,768
1014,128,2048,896
1015,128,2048,1024
1016,128,2048,1152
1017,128,2048,1280
1018,128,2048,1408
1019,128,2048,1536
1020,128,2048,1664
1021,128,2048,1792
1022,128,2048,1920
1023,128,2048,0
1024,128,2048,128
1025,128,2048,256
1026,128,2048,384
1027,128,2048,512
1028,128,2048,640
1029,128,2048,768
1030,128,2048,896
1031,128,2048,1024
1032,128,2048,1152
1033,128,2048,1280
1034,128,2048,1408
1035,128,2048,1536
1036,128,2048,1664
1037,128,2048,1792
1038,128,2048,1920
1039,128,2048,0
1040,128,2048,128
1041,128,2048,256
1042,128,2048,384
1043,128,2048,512
1044,128,2048,640
1045,128,2048,768
1046,128,2048,896
1047,128,2048,1024
1048,128,2048,1152
1049,128,2048,1280
1050,128,2048,1408
1051,128,2048,1536
1052,128,2048,1664
1053,128,2048,1792
1054,128,2048,1920
1055,128,2048,0
1056,128,2048,128
1057,128,2048,256
1058,128,2048,384
1059,128,2048,512
1060,128,2048,640
1061,128,2048,768
1062,128,2048,896
1063,128,2048,1024
1064,128,2048,1152
1065,128,2048,1280
1066,128,2048,1408
1067,128,2048,1536
1068,128,2048,1664
1069,128,2048,1792
1070,128,2048,1920
1071,128,2048,0
1072,128,2048,128
1073,128,2048,256
1074,128,2048,384
1075,128,2048,512
1076,128,2048,640
1077,128,2048,768
1078,128,2048,896
1079,128,2048,1024
1080,128,2048,1152
1081,128,2048,1280
1082,128,2048,1408
1083,128,2048,1536
1084,128,2048,1664
1085,128,2048,1792
1086,128,2048,1920
1087,128,2048,0
1088,128,2048,128
1089,128,2048,256
1090,128,2048,384
1091,128,2048,512
1092,128,2048,640
1093,128,2048,768
1094,128,2048,896
1095,128,2048,1024
1096,128,2048,1152
1097,128,2048,1280
1098,128,2048,1408
1099,128,2048,1536
1100,128,2048,1664
1101,128,2048,1792
1102,128,2048,1920
1103,128,2048,0
1104,128,2048,128
1105,128,2048,256
1106,128,2048,384
1107,128,2048,512
1108,128,2048,640
1109,128,2048,768
1110,128,2048,896
1111,128,2048,1024
1112,128,2048,1152
1113,128,2048,1280
1114,128,2048,1408
1115,128,2048,1536
1116,128,2048,1664
1117,128,2048,1792
1118,128,2048,1920
1119,128,2048,0
1120,128,2048,128
1121,128,2048,256
1122,128,2048,384
1123,128,2048,512
1124,128,2048,640
1125,128,2048,768
1126,128,2048,896
1127,128,2048,1024
1128,128,2048,1152
1129,128,2048,1280
1130,128,2048,1408
1131,128,2048,1536
1132,128,2048,1664
1133,128,2048,1792
1134,128,2048,1920
1135,128,2048,0
1136,128,2048,128
1137,128,2048,256
1138,128,2048,384
1139,128,2048,512
1140,128,2048,640
1141,128,2048,768
1142,128,2048,896
1143,128,2048,1024
1144,128,2048,1152
1145,128,2048,1280
1146,128,2048,1408
1147,128,2048,1536
1148,128,2048,1664
1149,128,2048,1792
1150,128,2048,1920
1151,128,2048,0
1152,128,2048,128
1153,128,2048,256
1154,128,2048,384
1155,128,2048,512
1156,128,2048,640
1157,128,2048,768
1158,128,2048,896
1159,128,2048,1024
1160,128,2048,1152
1161,128,2048,1280
1162,128,2048,1408
1163,128,2048,1536
1164,128,2048,1664
1165,128,2048,1792
1166,128,2048,1920
1167,128,2048,0
1168,128,2048,128
1169,128,2048,256
1170,128,2048,384
1171,128,2048,512
1172,128,2048,640
1173,128,2048,768
1174,128,2048,896
1175,128,2048,1024
1176,128,2048,1152
1177,128,2048,1280
1178,128,2048,1408
1179,128,2048,1536
1180,128,2048,1664
1181,128,2048,1792
1182,128,2048,1920
1183,128,2048,0
1184,128,2048,128
1185,128,2048,256
1186,128,2048,384
1187,128,2048,512
1188,128,2048,640
1189,128,2048,768
1190,128,2048,896
1191,128,2048,1024
1192,128,2048,1152
1193,128,2048,1280
1194,128,2048,1408
1195,128,2048,1536
1196,128,2048,1664
1197,128,2048,1792
1198,128,2048,1920
1199,128,2048,0
1200,128,2048,128
1201,128,2048,256
1202,128,2048,384
1203,128,2048,512
1204,128,2048,640
1205,128,2048,768
1206,128,2048,896
1207,128,2048,1024
1208,128,2048,1152
1209,128,2048,1280
1210,128,2048,1408
1211,128,2048,1536
1212,128,2048,1664
1213,128,2048,1792
1214,128,2048,1920
1215,128,2048,0
1216,128,2048,128
1217,128,2048,256
1218,128,2048,384
1219,128,2048,512
1220,128,2048,640
1221,128,2048,768
1222,128,2048,896
1223,128,2048,1024
1224,128,2048,1152
1225,128,2048,1280
1226,128,2048,1408
1227,128,2048,1536
1228,128,2048,1664
1229,128,2048,1792
1230,128,2048,1920
1231,128,2048,0
1232,128,2048,128
1233,128,2048,256
1234,128,2048,384
1235,128,2048,512
1236,128,2048,640
1237,128,2048,768
1238,128,2048,896
1239,128,2048,1024
1240,128,2048,1152
1241,128,2048,1280
1242,128,2048,1408
1243,128,2048,1536
1244,128,2048,1664
1245,128,2048,1792
1246,128,2048,1920
1247,128,2048,0
1248,128,2048,128
1249,128,2048,256
1250,128,2048,384
1251,128,2048,512
1252,128,2048,640
1253,128,2048,768
1254,128,2048,896
1255,128,2048,1024
1256,128,2048,1152
1257,128,2048,1280
1258,128,2048,1408
1259,128,2048,1536
1260,128,2048,1664
1261,128,2048,1792
1262,128,2048,1920
1263,128,2048,0
1264,128,2048,128
1265,128,2048,256
1266,128,2048,384
1267,128,2048,512
1268,128,2048,640
1269,128,2048,768
1270,128,2048,896
1271,128,2048,1024
1272,128,2048,1152
1273,128,2048,1280
1274,128,2048,1408
1275,128,2048,1536
1276,128,2048,1664
1277,128,2048,1792
1278,128,2048,1920
1279,128,2048,0
1280,128,2048,128
1281,128,2048,256
1282,128,2048,384
1283,128,2048,512
1284,128,2048,640
1285,128,2048,768
1286,128,2048,896
1287,128,2048,1024
1288,128,2048,1152
1289,128,2048,1280
1290,128,2048,1408
1291,128,2048,1536
1292,128,2048,1664
1293,128,2048,1792
1294,128,2048,1920
1295,128,2048,0
1296,128,2048,128
1297,128,2048,256
1298,128,2048,384
1299,128,2048,512
1300,128,2048,640
1301,128,2048,768
1302,128,2048,896
1303,128,2048,1024
1304,128,2048,1152
1305,128,2048,1280
1306,128,2048,1408
1307,128,2048,1536
1308,128,2048,1664
1309,128,2048,1792
1310,128,2048,1920
1311,128,2048,0
1312,128,2048,128
1313,128,2048,256
1314,128,2048,384
1315,128,2048,512
1316,128,2048,640
1317,128,2048,768
1318,128,2048,896
1319,128,2048,1024
1320,128,2048,1152
1321,128,2048,1280
1322,128,2048,1408
1323,128,2048,1536
1324,128,2048,1664
1325,128,2048,1792
1326,128,2048,1920
1327,128,2048,0
1328,128,2048,128
1329,128,2048,256
1330,128,2048,384
1331,128,2048,512
1332,128,2048,640
1333,128,2048,768
1334,128,2048,896
1335,128,2048,1024
1336,128,2048,1152
1337,128,2048,1280
1338,128,2048,1408
1339,128,2048,1536
1340,128,2048,1664
1341,128,2048,1792
1342,128,2048,1920
1343,128,2048,0
1344,128,2048,128
1345,128,2048,256
1346,128,2048,384
1347,128,2048,512
1348,128,2048,640
1349,128,2048,768
1350,128,2048,896
1351,128,2048,1024
1352,128,2048,1152
1353,128,2048,1280
1354,128,2048,1408
1355,128,2048,1536
1356,128,2048,1664
1357,128,2048,1792
1358,128,2048,1920
1359,128,2048,0
1360,128,2048,128
1361,128,2048,256
1362,128,2048,384
1363,128,2048,512
1364,128,2048,640
1365,128,2048,768
1366,128,2048,896
1367,128,2048,1024
1368,128,2048,1152
1369,128,2048,1280
1370,128,2048,1408
1371,128,2048,1536
1372,128,2048,1664
1373,128,2048,1792
1374,128,2048,1920
1375,128,2048,0
1376,128,2048,128
1377,128,2048,256
1378,128,2048,384
1379,128,2048,512
1380,128,2048,640
1381,128,2048,768
1382,128,2048,896
1383,128,2048,1024
1384,128,2048,1152
1385,128,2048,1280
1386,128,2048,1408
1387,128,2048,1536
1388,128,2048,1664
1389,128,2048,1792
1390,128,2048,1920
1391,128,2048,0
1392,128,2048,128
1393,128,2048,256
1394,128,2048,384
1395,128,2048,512
1396,128,2048,640
1397,128,2048,768
1398,128,2048,896
1399,128,2048,1024
1400,128,2048,1152
1401,128,2048,1280
1402,128,2048,1408
1403,128,2048,1536
1404,128,2048,1664
1405,128,2048,1792
1406,128,2048,1920
1407,128,2048,0
1408,128,2048,128
1409,128,2048,256
1410,128,2048,384
1411,128,2048,512
1412,128,2048,640
1413,128,2048,768
1414,128,2048,896
1415,128,2048,1024
1416,128,2048,1152
1417,128,2048,1280
1418,128,2048,1408
1419,128,2048,1536
1420,128,2048,1664
1421,128,2048,1792
1422,128,2048,1920
1423,128,2048,0
